STUDENTNAAM,GESLACHT,GEBOORTEDATUM,KLASCODE,VAKCODE,DOCENTNAAM,PROEFWERKDATUM,CIJFER
Student99,M,2006-06-05 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"5,1"
Student96,M,2005-04-29 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"5,4"
Student94,M,2006-04-12 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"5,5"
Student100,M,2006-04-11 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"5,6"
Student97,M,2006-05-27 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"5,6"
Student91,M,2005-12-15 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"6,2"
Student91,M,2005-12-15 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"6,3"
Student95,M,2005-03-28 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"6,4"
Student97,M,2006-05-27 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"6,4"
Student98,M,2005-05-31 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"6,7"
Student93,M,2006-01-31 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"7,2"
Student90,M,2006-06-26 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"7,5"
Student98,M,2005-05-31 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"7,6"
Student96,M,2005-04-29 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"7,7"
Student95,M,2005-03-28 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"7,8"
Student91,M,2005-12-15 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"7,8"
Student92,M,2005-11-06 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"7,9"
Student92,M,2005-11-06 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"8,0"
Student93,M,2006-01-31 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"8,0"
Student90,M,2006-06-26 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"8,1"
Student98,M,2005-05-31 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"8,8"
Student93,M,2006-01-31 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"8,9"
Student92,M,2005-11-06 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"9,6"
Student100,M,2006-04-11 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"9,7"
Student99,M,2006-06-05 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"9,9"
Student94,M,2006-04-12 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"10,0"
Student100,M,2006-04-11 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"10,0"
Student97,M,2006-05-27 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"10,0"
Student99,M,2006-06-05 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"10,0"
Student92,M,2005-11-06 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"4,3"
Student95,M,2005-03-28 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"4,4"
Student98,M,2005-05-31 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"4,5"
Student94,M,2006-04-12 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"4,7"
Student98,M,2005-05-31 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"5,0"
Student97,M,2006-05-27 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"5,1"
Student90,M,2006-06-26 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"5,1"
Student94,M,2006-04-12 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"5,3"
Student100,M,2006-04-11 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"5,8"
Student96,M,2005-04-29 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"6,6"
Student100,M,2006-04-11 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"6,6"
Student90,M,2006-06-26 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"6,8"
Student92,M,2005-11-06 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"7,1"
Student96,M,2005-04-29 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"7,4"
Student91,M,2005-12-15 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"7,4"
Student99,M,2006-06-05 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"7,7"
Student95,M,2005-03-28 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"8,3"
Student97,M,2006-05-27 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"8,5"
Student99,M,2006-06-05 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"8,7"
Student94,M,2006-04-12 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"8,8"
Student99,M,2006-06-05 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"8,8"
Student97,M,2006-05-27 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"8,9"
Student90,M,2006-06-26 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"8,9"
Student96,M,2005-04-29 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"9,2"
Student92,M,2005-11-06 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"9,2"
Student93,M,2006-01-31 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"9,3"
Student93,M,2006-01-31 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"9,4"
Student98,M,2005-05-31 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"9,7"
Student93,M,2006-01-31 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"9,8"
Student95,M,2005-03-28 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"9,9"
Student91,M,2005-12-15 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"9,9"
Student91,M,2005-12-15 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"10,0"
Student100,M,2006-04-11 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"10,0"
Student90,M,2006-06-26 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"4,5"
Student97,M,2006-05-27 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"4,6"
Student99,M,2006-06-05 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"4,9"
Student92,M,2005-11-06 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"5,3"
Student96,M,2005-04-29 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"5,5"
Student98,M,2005-05-31 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"5,5"
Student93,M,2006-01-31 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"6,0"
Student95,M,2005-03-28 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"6,2"
Student97,M,2006-05-27 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"6,2"
Student94,M,2006-04-12 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"6,3"
Student98,M,2005-05-31 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"6,7"
Student91,M,2005-12-15 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"6,7"
Student91,M,2005-12-15 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"6,7"
Student92,M,2005-11-06 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"6,8"
Student99,M,2006-06-05 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"6,9"
Student93,M,2006-01-31 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"7,1"
Student93,M,2006-01-31 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"7,2"
Student94,M,2006-04-12 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"7,2"
Student97,M,2006-05-27 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"7,3"
Student95,M,2005-03-28 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"7,5"
Student90,M,2006-06-26 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"7,6"
Student99,M,2006-06-05 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"7,7"
Student95,M,2005-03-28 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"7,9"
Student100,M,2006-04-11 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"8,2"
Student96,M,2005-04-29 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"8,4"
Student100,M,2006-04-11 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"8,4"
Student92,M,2005-11-06 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"8,5"
Student98,M,2005-05-31 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"9,0"
Student96,M,2005-04-29 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"9,3"
Student94,M,2006-04-12 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"9,4"
Student100,M,2006-04-11 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"10,0"
Student90,M,2006-06-26 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"10,0"
Student91,M,2005-12-15 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"10,0"
Student115,M,2006-05-13 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"2,0"
Student122,M,2006-04-13 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"2,1"
Student117,M,2005-10-18 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"2,3"
Student116,M,2005-09-02 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"2,5"
Student124,M,2005-01-08 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"2,6"
Student117,M,2005-10-18 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"2,6"
Student118,M,2006-07-08 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"2,9"
Student116,M,2005-09-02 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"3,2"
Student119,M,2005-05-27 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"3,4"
Student118,M,2006-07-08 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"3,7"
Student119,M,2005-05-27 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"3,9"
Student121,M,2005-11-18 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"4,0"
Student117,M,2005-10-18 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"4,3"
Student115,M,2006-05-13 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"4,3"
Student125,M,2005-02-28 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"4,5"
Student120,M,2005-08-30 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"4,7"
Student122,M,2006-04-13 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"4,9"
Student121,M,2005-11-18 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"5,0"
Student125,M,2005-02-28 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"5,1"
Student120,M,2005-08-30 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"5,1"
Student114,M,2005-08-02 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"5,5"
Student121,M,2005-11-18 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"5,5"
Student123,M,2006-01-17 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"5,8"
Student125,M,2005-02-28 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"6,0"
Student116,M,2005-09-02 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"6,0"
Student122,M,2006-04-13 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"6,0"
Student124,M,2005-01-08 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"6,4"
Student115,M,2006-05-13 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"6,5"
Student123,M,2006-01-17 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"6,8"
Student123,M,2006-01-17 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"6,8"
Student124,M,2005-01-08 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"6,9"
Student118,M,2006-07-08 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"7,0"
Student119,M,2005-05-27 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"7,6"
Student114,M,2005-08-02 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"7,6"
Student114,M,2005-08-02 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"7,8"
Student120,M,2005-08-30 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"7,9"
Student114,M,2005-08-02 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"2,1"
Student121,M,2005-11-18 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"2,1"
Student118,M,2006-07-08 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"2,1"
Student121,M,2005-11-18 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"2,2"
Student122,M,2006-04-13 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"2,5"
Student114,M,2005-08-02 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"2,6"
Student117,M,2005-10-18 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"2,8"
Student119,M,2005-05-27 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"3,1"
Student118,M,2006-07-08 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"3,4"
Student119,M,2005-05-27 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"3,6"
Student120,M,2005-08-30 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"3,8"
Student123,M,2006-01-17 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"3,9"
Student114,M,2005-08-02 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"4,0"
Student116,M,2005-09-02 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"4,5"
Student116,M,2005-09-02 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"4,7"
Student125,M,2005-02-28 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"4,8"
Student122,M,2006-04-13 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"5,1"
Student125,M,2005-02-28 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"5,3"
Student122,M,2006-04-13 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"5,4"
Student121,M,2005-11-18 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"5,7"
Student117,M,2005-10-18 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"5,8"
Student118,M,2006-07-08 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"6,2"
Student125,M,2005-02-28 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"6,3"
Student120,M,2005-08-30 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"6,5"
Student123,M,2006-01-17 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"6,5"
Student124,M,2005-01-08 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"6,6"
Student123,M,2006-01-17 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"6,6"
Student116,M,2005-09-02 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"6,7"
Student115,M,2006-05-13 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"6,8"
Student115,M,2006-05-13 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"7,0"
Student117,M,2005-10-18 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"7,1"
Student115,M,2006-05-13 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"7,2"
Student119,M,2005-05-27 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"7,4"
Student124,M,2005-01-08 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"7,7"
Student124,M,2005-01-08 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"7,8"
Student120,M,2005-08-30 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"7,9"
Student116,M,2005-09-02 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"2,0"
Student115,M,2006-05-13 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"2,4"
Student117,M,2005-10-18 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"2,8"
Student122,M,2006-04-13 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"2,9"
Student118,M,2006-07-08 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"3,3"
Student116,M,2005-09-02 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"3,4"
Student121,M,2005-11-18 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"3,4"
Student120,M,2005-08-30 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"3,7"
Student124,M,2005-01-08 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"3,9"
Student125,M,2005-02-28 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"4,2"
Student114,M,2005-08-02 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"4,3"
Student114,M,2005-08-02 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"4,4"
Student117,M,2005-10-18 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"4,5"
Student118,M,2006-07-08 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"4,6"
Student120,M,2005-08-30 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"4,8"
Student122,M,2006-04-13 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"5,2"
Student119,M,2005-05-27 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"5,3"
Student123,M,2006-01-17 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"5,3"
Student115,M,2006-05-13 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"5,3"
Student125,M,2005-02-28 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"5,4"
Student120,M,2005-08-30 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"5,4"
Student124,M,2005-01-08 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"5,5"
Student121,M,2005-11-18 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"5,6"
Student117,M,2005-10-18 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"5,7"
Student119,M,2005-05-27 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"6,0"
Student116,M,2005-09-02 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"6,0"
Student123,M,2006-01-17 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"6,0"
Student122,M,2006-04-13 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"6,0"
Student118,M,2006-07-08 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"6,3"
Student125,M,2005-02-28 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"6,4"
Student121,M,2005-11-18 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"6,7"
Student114,M,2005-08-02 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"7,1"
Student124,M,2005-01-08 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"7,2"
Student123,M,2006-01-17 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"7,2"
Student119,M,2005-05-27 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"7,7"
Student115,M,2006-05-13 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"8,0"
Student117,M,2005-10-18 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"2,1"
Student120,M,2005-08-30 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"2,5"
Student120,M,2005-08-30 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"2,6"
Student123,M,2006-01-17 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"2,6"
Student123,M,2006-01-17 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"3,0"
Student123,M,2006-01-17 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"3,3"
Student119,M,2005-05-27 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"3,4"
Student116,M,2005-09-02 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"3,4"
Student121,M,2005-11-18 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"3,6"
Student119,M,2005-05-27 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"3,9"
Student117,M,2005-10-18 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"4,0"
Student124,M,2005-01-08 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"4,3"
Student121,M,2005-11-18 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"4,4"
Student125,M,2005-02-28 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"4,5"
Student115,M,2006-05-13 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"4,5"
Student120,M,2005-08-30 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"4,7"
Student122,M,2006-04-13 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"4,8"
Student115,M,2006-05-13 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"4,8"
Student115,M,2006-05-13 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"4,8"
Student122,M,2006-04-13 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"4,9"
Student125,M,2005-02-28 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"5,5"
Student114,M,2005-08-02 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"5,7"
Student116,M,2005-09-02 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"5,8"
Student114,M,2005-08-02 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"6,1"
Student121,M,2005-11-18 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"6,1"
Student124,M,2005-01-08 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"6,2"
Student118,M,2006-07-08 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"6,2"
Student118,M,2006-07-08 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"6,2"
Student122,M,2006-04-13 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"6,3"
Student116,M,2005-09-02 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"6,5"
Student119,M,2005-05-27 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"7,3"
Student117,M,2005-10-18 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"7,3"
Student114,M,2005-08-02 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"7,5"
Student124,M,2005-01-08 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"7,7"
Student125,M,2005-02-28 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"7,8"
Student118,M,2006-07-08 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"7,8"
Student124,M,2005-01-08 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"2,1"
Student125,M,2005-02-28 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"2,1"
Student114,M,2005-08-02 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"2,1"
Student122,M,2006-04-13 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"2,1"
Student120,M,2005-08-30 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"2,2"
Student117,M,2005-10-18 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"2,2"
Student125,M,2005-02-28 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"2,6"
Student116,M,2005-09-02 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"2,6"
Student118,M,2006-07-08 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"2,6"
Student122,M,2006-04-13 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"2,8"
Student121,M,2005-11-18 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"3,1"
Student114,M,2005-08-02 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"3,2"
Student120,M,2005-08-30 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"3,4"
Student115,M,2006-05-13 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"3,4"
Student123,M,2006-01-17 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"3,7"
Student119,M,2005-05-27 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"3,9"
Student116,M,2005-09-02 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"4,0"
Student125,M,2005-02-28 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"4,3"
Student121,M,2005-11-18 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"4,3"
Student119,M,2005-05-27 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"4,5"
Student119,M,2005-05-27 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"4,6"
Student118,M,2006-07-08 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"4,8"
Student121,M,2005-11-18 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"5,0"
Student115,M,2006-05-13 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"5,1"
Student124,M,2005-01-08 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"5,2"
Student114,M,2005-08-02 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"5,3"
Student117,M,2005-10-18 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"5,3"
Student122,M,2006-04-13 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"5,4"
Student123,M,2006-01-17 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"5,6"
Student124,M,2005-01-08 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"6,0"
